Date,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,No of Investors
08/08/2016,WEFLY INDOOR SKYDIVING,OTHERS,INDOOR SKYDIVING SPORTS PROVIDER,MUMBAI,SWASTIKA COMPANY LTD.,SEED FUNDING,40000,1
08/08/2016,MOJARTO,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,"ORIGINAL ART, DIGITAL PRINTS ETAILER",GURUGRAM,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,445000,1
08/08/2016,ZIPGRID,CONSUMER INTERNET,COMMUNITY SERVICES PLATFORM,MUMBAI,1CROWD (THROUGH CROWD FUNDING),SEED FUNDING,200000,1
06/08/2016,VST TRAVELS,TECHNOLOGY,TRAVEL TICKET BOOKING SOFTWARE,KERALA,PROMATUS GROUP,SEED FUNDING,27000,1
04/08/2016,PETOO,CONSUMER INTERNET,FOOD DELIVERY PLATFORM,BENGALURU,EXISTING INVESTORS,SEED FUNDING,500000,1
03/08/2016,EXTRACARBON,CONSUMER INTERNET,WASTE RECYCLE MANAGEMENT PLATFORM,GURUGRAM,"BRAND CAPITAL, SIDDHIVINAYAK SKYSCRAPERS, DINESH R. CHALLA",SEED FUNDING,225000,3
03/08/2016,FLICKBAY,CONSUMER INTERNET,MOBILE BASED BOLLYWOOD DISCOVERY PLATFORM,MUMBAI,PAUL ROY,SEED FUNDING,890000,1
02/08/2016,SHEROES,CONSUMER INTERNET,ONLINE JOB AND CAREER PLATFORM FOR WOMEN,NOIDA,"LUMIS PARTNERS, THE HR FUND, RAJUL GARG, QUINTILLION MEDIA",PRIVATE EQUITY,1800000,4
02/08/2016,YUMLANE,FOOD AND BEVERAGES,RETAIL FOOD AND SNACK OFFLINE CENTRES,MUMBAI,"BINNY BANSAL, ANUPAM MITTAL, SACHIN BHATIA, DARIUS PANDOLE, KUNAL KHATTAR, DHEERAG JAIN",SEED FUNDING,1000000,6
01/08/2016,HEALTHKART,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE PHARMACY AND HEALTH MARKETPLACE,GURUGRAM,"SEQUOIA CAPITAL INDIA, OMIDYAR NETWORK, KAE CAPITAL",PRIVATE EQUITY,12000000,3
01/08/2016,MEDINFI,CONSUMER INTERNET,DOCTOR AND CLINIC DISCOVERY PLATFORM,BENGALURU,"MUDIT SAXENA, EVAN LIM",SEED FUNDING,200000,2
01/08/2016,REPAIREASY,CONSUMER INTERNET,GADGET REPAIR SERVICES PLATFORM,PUNE,UNDISCLOSED HNIS,SEED FUNDING,275000,1
01/08/2016,VOONIK,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE WOMEN X80X99S FASHION MARKETPLACE,BENGALURU,INNOVEN CAPITAL INDIA,PRIVATE EQUITY,3000000,1
01/08/2016,TOKRI,CONSUMER INTERNET,HYPERLOCAL GROCERY DELIVERY PLATFORM,PUNE,SYSKA LED GROUP,PRIVATE EQUITY,2500000,1
21/07/2016,MYTAXIINDIA,CONSUMER INTERNET,ONLINE CAR RENTAL BOOKING PLATFORM,NEW DELHI,NIHON KOTSU CO,PRIVATE EQUITY,1000000,1
21/07/2016,WIWIGO,CONSUMER INTERNET,INTERCITY TAXI BOOKING PLATFORM,BENGALURU,"INDIAN ANGEL NETWORK (IAN), BEENEXT, THE CHENNAI ANGELS, SUNIL MUNJAL",SEED FUNDING,595000,4
20/07/2016,TAX2WIN,CONSUMER INTERNET,ONLINE TAX FILING PORTAL,JAIPUR,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,PRIVATE EQUITY,1000000,1
20/07/2016,TRUCKOLA,LOGISTICS SERVICE PROVIDER MARKETPLACE,TECHFOCUSED CARGO TRANSPORT STARTUP,MUMBAI,"ABHISHEK AGARWAL, KRISHNAKUMAR NATARAJ, SARATH SURA, SHANTI MOHAN, SARTHAK AND NIHIT AGARWAL, SURAMYA GUPTA",SEED FUNDING,595000,6
19/07/2016,SAGACITO,TECHNOLOGY,CLOUDBASED ENTERPRISE SOLUTIONS,NEW DELHI,STAR INDIA PVT. LTD,PRIVATE EQUITY,10000000,1
19/07/2016,DEAL4LOANS / WISHFIN,CONSUMER INTERNET,NLOANS COMPARISON PLATFORMNNNN .PUSH;NN,NOIDA,FRANKLIN TEMPLETON INTERNATIONAL SERVICES PVT. LTD,PRIVATE EQUITY,15000000,1
19/07/2016,NIYO SOLUTIONS,TECHNOLOGY,PAYROLL AND BENEFITS SOFTWARE SOLUTIONS,BENGALURU,"PRIME VENTURE PARTNERS, LETSVENTURE, PS1 VENTURE AND GLOBALLOGIC COFOUNDER RAJUL GARG",PRIVATE EQUITY,1000000,3
19/07/2016,APPLOP,CONSUMER INTERNET,MOBILE APPS SAAS PLATFORM,GURUGRAM,GREEN HOUSE VENTURES ACCELERATOR,SEED FUNDING,250000,1
18/07/2016,YELLOWDIG,CONSUMER INTERNET,ONLINE LEARNING PLATFORM,PUNE,"SRI CAPITAL, WATERBRIDGE VENTURES AND THINKUVATE",SEED FUNDING,650000,2
18/07/2016,ZUPPLER,CONSUMER INTERNET,ONLINE FOOD ORDERING PLATFORM/APP,NEW DELHI,"SRI CAPITAL, WATERBRIDGE VENTURES AND THINKUVATE",SEED FUNDING,650000,2
18/07/2016,BLUESTONE,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,JEWELLERY ETAILER,MUMBAI,"IIFL AND ACCEL PARTNERS, KALAARI CAPITAL, IVYCAP VENTURES, RB INVESTMENTS",PRIVATE EQUITY,30000000,4
15/07/2016,WORKAPPS,TECHNOLOGY,ENTERPRISE WORK MANAGEMENT SOFTWARE,PUNE,"SRI CAPITAL, WATERBRIDGE VENTURES AND THINKUVATE",SEED FUNDING,1000000,2
15/07/2016,BANKERBAY,CONSUMER INTERNET,ONLINE INVESTMENT BANKING PLATFORM,BENGALURU,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,PRIVATE EQUITY,2000000,1
15/07/2016,TRIPSHELF,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,TRAVEL PACKAGE MARKETPLACE,NEW DELHI,GEMS GROUP,SEED FUNDING,250000,1
15/07/2016,RIDLR,CONSUMER INTERNET,PUBLIC TRANSPORT MOBILE APP,MUMBAI,"TIMES INTERNET, INNOVEN CAPITAL, MATRIX PARTNERS INDIA, QUALCOMM VENTURES",PRIVATE EQUITY,6000000,4
14/07/2016,AUGRAV,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,PERSONALIZED PRECIOUS JEWELLERY ETAILER,COIMBATORE,KEIRETSU FORUM,SEED FUNDING,450000,1
14/07/2016,SHOPPINPAL,TECHNOLOGY,MCOMMERCE SOLUTIONS FOR RETAIL STORES,PUNE,"PLUG AND PLAY TECH CENTER, STEELHEAD VENTURES AND OTHERS",PRIVATE EQUITY,1070000,2
13/07/2016,YAAP,CONSUMER INTERNET,"ONLINE CONTENT DISCOVERY, CREATION AND DISTRIBUTION PLATFORM",NEW DELHI,RAINMAKER VENTURES,PRIVATE EQUITY,5000000,1
13/07/2016,TWIGLY,CONSUMER INTERNET,ONLINE FOOD ORDERING AND DELIVERY STARTUP,GURUGRAM,"TRACXN LABS, HYDERABAD ANGELS, KUNAL SHAH, GAURAV BHALOTIA",SEED FUNDING,600000,4
13/07/2016,SHARECHAT,CONSUMER INTERNET,VERNACULAR LANGUAGE CONTENT CREATION AND SHARING APP,BENGALURU,"SAIF PARTNERS, INDIA QUOTIENT",PRIVATE EQUITY,1350000,2
13/07/2016,RENTMOJO,CONSUMER INTERNET,ONLINE FURNITURE RENTING PLATFORM,BENGALURU,"ACCEL PARTNERS, IDG VENTURES INDIA",PRIVATE EQUITY,5000000,2
12/07/2016,SIRIONLABS,TECHNOLOGY,SAAS BASED SERVICE AGREEMENT MANAGEMENT,GURUGRAM,"SEQUOIA CAPITAL INDIA, NORTH BASE MEDIA, AARIN CAPITAL, 3ONE4 CAPITAL, AXILOR VENTURES, KUNAL SHAH, SANDEEP TANDON",PRIVATE EQUITY,12250000,7
11/07/2016,PURPLLE,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,BEAUTY PRODUCTS MARKETPLACE,MUMBAI,"JSW VENTURES, BLUME VENTURES AND IVYCAP VENTURES",PRIVATE EQUITY,6000000,2
11/07/2016,TRAK N TELL,TECHNOLOGY,CAR TRACKING AND SAFETY SYSTEM,GURUGRAM,BRIAN ACTON,PRIVATE EQUITY,3500000,1
11/07/2016,OVERCART ,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,UNBOXED AND REFURBISHED ELECTRONIC PRODUCTS MARKETPLACE,GURUGRAM,"JSW VENTURES, OMIDYAR NETWORK, SATTVA CAPITAL, VENTURE WORKS",PRIVATE EQUITY,3000000,4
08/07/2016,HOLACHEF,CONSUMER INTERNET,ONLINE FOOD ORDERING AND DELIVERY PLATFORM,MUMBAI,"KALAARI CAPITAL, INDIA QUOTIENT",PRIVATE EQUITY,1950000,2
07/07/2016,APPDAILY,TECHNOLOGY,MOBILE SECURITY APP DEVELOPMENT AND DISTRIBUTION,MUMBAI,"KALAARI CAPITAL, QUALCOMM VENTURES, RUNET, ZODIUS TECHNOLOGY OPPORTUNITIES FUND,",PRIVATE EQUITY,2000000,5
07/07/2016,ADYTUDE,CONSUMER INTERNET,GAMIFIED CONSUMER INSIGHTS PORTAL,NEW DELHI,"INDIAN ANGEL NETWORK (IAN), BEENEXT, THE CHENNAI ANGELS, SUNIL MUNJAL",PRIVATE EQUITY,1000000,4
06/07/2016,HAPPILYUNMARRIED,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE MERCHANDIZE ETAILER,NEW DELHI,INFO EDGE (INDIA) LTD,PRIVATE EQUITY,740000,1
06/07/2016,DON X80X99T SCRATCH YOUR HEAD,TECHNOLOGY,FULL STACK OFFLINE AND ONLINE ERP SOLUTION,AHMEDABAD,"GAURAV SINGHVI, ZAFFIRO VENTURES",SEED FUNDING,250000,2
06/07/2016,WEDDING WISHLIST,CONSUMER INTERNET,"WEDDING WISHLIST, GIFTS AND REGISTRY CREATION PLATFORM",CHENNAI,"KIRTHIGA REDDY, RENUKA RAMANATH,CHERRY TIN",SEED FUNDING,297000,3
05/07/2016,SEEDOC,CONSUMER INTERNET,VIDEO BASED DOCTOR CONSULTING PLATFORM APP,GURUGRAM,YOURNEST ANGEL FUND AND OTHERS,PRIVATE EQUITY,1000000,1
05/07/2016,BOOKMYSHOW,CONSUMER INTERNET,EVENT AND MOVIE TICKETING PLATFORM,MUMBAI,"STRIPES GROUP, NETWORK 18, ACCEL PARTNERS, SAIF PARTNERS",PRIVATE EQUITY,82000000,4
05/07/2016,FLYROBE,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE FASHION RENTAL PLATFORM,MUMBAI,"SEQUOIA CAPITAL, ROHIT BANSAL, KUNAL BAHL, SANDEEP TANDON, KUNAL SHAH, ZISHAAN HAYATH, ABHISHEK JAIN",SEED FUNDING,1700000,7
04/07/2016,CUREFIT,CONSUMER INTERNET,ONLINE PREVENTIVE HEALTHCARE PLATFORM,BENGALURU,"ACCEL PARTNERS, IDG VENTURES, KALAARI CAPITAL, UCRNT FUND",PRIVATE EQUITY,15000000,4
04/07/2016,STITCHWOOD,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,CUSTOM FURNITURE ONLINE,MUMBAI,DEEPAK GUPTA,SEED FUNDING,200000,1
04/07/2016,GRAB.IN,LOGISTICS SERVICE PROVIDER MARKETPLACE,HYPERLOCAL LOGISTICS SERVICES PROVIDER,MUMBAI,ARAMEX VENTURES LLC,PRIVATE EQUITY,2000000,1
04/07/2016,NEOGROWTH CREDIT,FINANCE,SME LENDING PLATFORM,MUMBAI,"IIFL WEALTH MANAGEMENT SEED VENTURE FUND, OMIDYAR NETWORK, KHOSLA IMPACT, ASPADA",PRIVATE EQUITY,16000000,4
02/07/2016,PLAYMENT,CONSUMER INTERNET,MOBILE MARKETPLACE FOR CROWDSOURCED WORK,BENGALURU,"SAIF PARTNERS, APRAMEYA RADHAKRISHNAN, PHANINDRA SAMA, SUBBA RAO TELIDEVARA, VIBHU GARG, PAULA RAVINDRA MARIWALA, GAURAV BHALOTIA",PRIVATE EQUITY,700000,7
01/07/2016,VENTURE CATALYSTS,CONSUMER INTERNET,SEED INVESTMENT AND INNOVATION PLATFORM,MUMBAI,ZAFFIRO VENTURES,SEED FUNDING,500000,1
30/06/2016,MERU CABS,CONSUMER INTERNET,ONLINE/ MOBILE TAX CAB BOOKING,MUMBAI,"BRAND CAPITAL, SIDDHIVINAYAK SKYSCRAPERS, DINESH R. CHALLA",PRIVATE EQUITY,25000000,3
30/06/2016,CAMPUS DIARIES,CONSUMER INTERNET,STUDENT FOCUSSED CONTENT DISCOVERY PORTAL,BENGALURU,"AARIN CAPITAL, MICHAEL HERZIG, ASHISH LAKHANPAL",SEED FUNDING,220000,3
30/06/2016,BIRYANI BLUES,FOOD AND BEVERAGES,QSR CHAIN AND ONLINE FOOD DELIVERY,GURUGRAM,CARPEDIEM CAPITAL AND OTHERS,PRIVATE EQUITY,368000,1
29/06/2016,LETREACH,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ECOMMERCE SAAS SOLUTIONS,NEW DELHI,VCOMMISSION,PRIVATE EQUITY,100000,1
29/06/2016,TRENDIEAPP,TECHNOLOGY,VISUAL CONTENT MARKETING,KOLKATA,HARSH VARDHAN HADA,SEED FUNDING,50000,1
29/06/2016,VELVETCASE,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE DESIGNER JEWELLERY MARKETPLACE,MUMBAI,"UNIQORN VENTURES FUND, TV MOHANDAS PAI, S SOMASEGAR",PRIVATE EQUITY,1500000,3
28/06/2016,FABHOTELS,CONSUMER INTERNET,ONLINE HOTEL AGGREGATOR AND BOOKING PLATFORM,GURUGRAM,"ACCEL PARTNERS, RB INVESTMENTS",PRIVATE EQUITY,8000000,2
28/06/2016,LOCANIX,TECHNOLOGY,GPS BASED SAAS SOLUTIONS,AHMEDABAD,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,300000,1
28/06/2016,LENDINGKART,CONSUMER INTERNET,ONLINE WORKING CAPITAL BUSINESS LOANS PLATFORM,AHMEDABAD,"BERTELSMANN INDIA INVESTMENTS, MAYFIELD INDIA, SAAMA CAPITAL, INDIA QUOTIENT",PRIVATE EQUITY,32000000,4
28/06/2016,HELLO TAX,CONSUMER INTERNET,ONLINE TAX FILING PLATFORM,NEW DELHI,SANJEEV SINHA,SEED FUNDING,295000,1
27/06/2016,YOURDOST,CONSUMER INTERNET,ONLINE COUNSELLING AND PERSONAL COACHING PLATFORM,BENGALURU,"SAIF PARTNERS, APRAMEYA RADHAKRISHNAN, PHANINDRA SAMA, SUBBA RAO TELIDEVARA, VIBHU GARG, PAULA RAVINDRA MARIWALA, GAURAV BHALOTIA",SEED FUNDING,1200000,7
27/06/2016,GOMALON,CONSUMER INTERNET,ONLINE SPA AND SALON DISCOVERY AND BOOKING PLATFORM,BENGALURU,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,100000,1
27/06/2016,TRAVELYAARI,CONSUMER INTERNET,ONLINE TICKET BOOKING PLATFORM,BENGALURU,GVFL LTD,PRIVATE EQUITY,3000000,1
24/06/2016,DRIVIFY,CONSUMER INTERNET,PROFESSIONAL DRIVER DISCOVERY AND BOOKING MOBILE APP,MUMBAI,"JITENDRA GUPTA, PANKAJ TRIPATHI",SEED FUNDING,50000,2
24/06/2016,PARABLU,TECHNOLOGY,CLOUD DATA SECURITY AND PRIVACY SOLUTIONS,BENGALURU,"KALAARI CAPITAL, QUALCOMM VENTURES, RUNET, ZODIUS TECHNOLOGY OPPORTUNITIES FUND,",SEED FUNDING,500000,5
24/06/2016,SCHEDULERS LOGISTICS,LOGISTICS SERVICE PROVIDER MARKETPLACE,COLD STORAGE LOGISTICS SOLUTIONS,MUMBAI,GVFL LTD,PRIVATE EQUITY,6000000,1
24/06/2016,LEAP INDIA,OTHERS,SUPPLY CHAIN EQUIPMENT AND SERVICES PROVIDER,MUMBAI,"MAYFIELD VENTURES, KALAARI CAPITAL, HELION VENTURES",PRIVATE EQUITY,3000000,3
24/06/2016,KABADIEXPRESS,OTHERS,FREE DOOR STEP SCRAP PICKUP SERVICE,NEW DELHI,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,148000,1
23/06/2016,FAREYE,TECHNOLOGY,LOGISTICS MANAGEMENT SOFTWARE,NEW DELHI,"SAIF PARTNERS, APRAMEYA RADHAKRISHNAN, PHANINDRA SAMA, SUBBA RAO TELIDEVARA, VIBHU GARG, PAULA RAVINDRA MARIWALA, GAURAV BHALOTIA",PRIVATE EQUITY,3500000,7
23/06/2016,THE UOLO,CONSUMER INTERNET,SCHOOL PARENT COMMUNICATION APP,BENGALURU,"PURVI VENTURES, RAJUL GARG, VIPIN ARORA",SEED FUNDING,210000,3
22/06/2016,SPIDERG,CONSUMER INTERNET,ONLINE INVOICE APP FOR SMES,PUNE,"RAHUL KIRLOSKAR, FUSION TECH VENTURES, ADI SARAVANAN, PRAVIN DONGRE, MAHENDRA DOSHI",SEED FUNDING,150000,5
21/06/2016,ONSPOON,CONSUMER INTERNET,ONLINE PLATFORM FOR EVENT SPONSORSHIP,MUMBAI,"SWAN ANGEL NETWORK,SACHIN KHANDELWAL AND OTHERS",SEED FUNDING,150000,2
21/06/2016,CELERIX,TECHNOLOGY,FINTECH PRODUCT DEVELOPMENT AND SERVICES STARTUP,BENGALURU,BITKEMY VENTURES,SEED FUNDING,400000,1
21/06/2016,NATURENAMA,CONSUMER INTERNET,ONLINE OUTDOORS AND TRAVEL,MUMBAI,UNICORN VENTURES,SEED FUNDING,225000,1
21/06/2016,SYONA COSMETICS,FMCG,BEAUTY PRODUCTS AND TRAINING TO SALONS AND SPAS,CHENNAI,"THE CHENNAI ANGELS, ANTHILL SCALE VENTURES, ESVEE TECHNOLOGIES INC, INC95 CONSULTING",SEED FUNDING,150000,4
21/06/2016,PRETTYSECRETS,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,WOMEN LINGERIE STORE,MUMBAI,"RB INVESTMENTS PTE LTD, ORIOS VENTURE PARTNERS",PRIVATE EQUITY,6000000,2
17/06/2016,CLEARTAX,CONSUMER INTERNET,ONLINE TAX FILING PLATFORM,NEW DELHI,"RAVI ADUSUMALLI, SAIF PARTNERS",PRIVATE EQUITY,12000000,2
17/06/2016,SILVAN INNOVATION LABS,TECHNOLOGY,HOME AUTOMATION SOLUTIONS,BENGALURU,"INFUSE VENTURES, THE CHENNAI ANGELS",PRIVATE EQUITY,900000,2
17/06/2016,GREYTHR,TECHNOLOGY,PAYROLL AND HR SOFTWARE DEVELOPER,BENGALURU,"NEW ENTERPRISE ASSOCIATES (NEA), BLUME VENTURES",PRIVATE EQUITY,5200000,2
16/06/2016,DIRO LABS,CONSUMER INTERNET,CONTACT MANAGEMENT MOBILE APP,NEW DELHI,INFO EDGE (INDIA) LTD,PRIVATE EQUITY,450000,1
16/06/2016,UNNATI HELPERS,CONSUMER INTERNET,HELP HIRING PLATFORM,GURUGRAM,INFO EDGE (INDIA) LTD,PRIVATE EQUITY,600000,1
16/06/2016,VOONIK,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE WOMEN X80X99S FASHION MARKETPLACE,BENGALURU,"SEQUOIA CAPITAL INDIA, NORTH BASE MEDIA, AARIN CAPITAL, 3ONE4 CAPITAL, AXILOR VENTURES, KUNAL SHAH, SANDEEP TANDON",PRIVATE EQUITY,20000000,7
15/06/2016,ONEWAY.CAB,CONSUMER INTERNET,TAXI RENTAL PLATFORM,VADODARA,"INDIAN ANGEL NETWORK (IAN), BEENEXT, THE CHENNAI ANGELS, SUNIL MUNJAL",SEED FUNDING,450000,4
14/06/2016,JIVOX,TECHNOLOGY,DATA DRIVEN ADVERTISING PLATFORM,BENGALURU,"YOU AND MR JONES, FORTISURE VENTURES, DIAZ NESAMONEY",PRIVATE EQUITY,6000000,3
14/06/2016,SMINQ,CONSUMER INTERNET,QUEUE MANAGEMENT MOBILE APP,PUNE,"SAAMA CAPITAL, BLUME VENTURES AND VAIBHAV DOMKUNDWAR",SEED FUNDING,1000000,2
14/06/2016,CUREJOY,CONSUMER INTERNET,ONLINE ALTERNATIVE HEALTH COMMUNITY PLATFORM,BENGALURU,"ACCEL PARTNERS INDIA, RB INVESTMENTS",PRIVATE EQUITY,4400000,2
13/06/2016,BOMBAY SHIRT COMPANY,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,ONLINE CUSTOM SHIRT RETAILER,MUMBAI,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,PRIVATE EQUITY,1000000,1
13/06/2016,MATRUBHARTI,CONSUMER INTERNET,EBOOK PUBLISHER,BENGALURU,VIRIDIAN CAPITAL,SEED FUNDING,30000,1
10/06/2016,PAYTUNES,CONSUMER INTERNET,MOBILE BASED REWARDS PLATFORM,NEW DELHI,"CIO ANGEL NETWORK, INDIAN ANGEL NETWORK",PRIVATE EQUITY,500000,2
09/06/2016,EPAYLATER,TECHNOLOGY,FINTECH PLATFORM,MUMBAI,3 UNDISCLOSED HNIS,SEED FUNDING,2000000,1
08/06/2016,GREY CAMPUS,CONSUMER INTERNET,ONLINE LEARNING PLATFORM,HYDERABAD,SARATH SURA,SEED FUNDING,1000000,1
08/06/2016,LISTUP,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,LOCATION BASED CLASSIFIED MOBILE APP,MUMBAI,"KAE CAPITAL, KUNAL SHAH, SANDEEP TANDON",SEED FUNDING,500000,3
08/06/2016,6DEGREE,TECHNOLOGY,TECHENABLED FASHION TALENT PLATFORM,MUMBAI,"INDIAN ANGEL NETWORK (IAN), BEENEXT, THE CHENNAI ANGELS, SUNIL MUNJAL",SEED FUNDING,200000,4
08/06/2016,STOREKING,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,CONNECTING SMALL TOWN CONSUMERS TO ECOMMERCE,BENGALURU,AXIATA DIGITAL,PRIVATE EQUITY,16000000,1
08/06/2016,MYSENIORDOCTOR,CONSUMER INTERNET,ONLINE MEDICAL SUPPORT PLATFORM,GURUGRAM,BLACKJAG PARTNERS,SEED FUNDING,200000,1
07/06/2016,CUEMATH,EDUCATION CONTENT PROVIDER,K12 MATHS LEARNING COURSES,BENGALURU,"SEQUOIA CAPITAL, UNITUS SEED FUND",PRIVATE EQUITY,4000000,2
07/06/2016,KRAZYBEE,CONSUMER INTERNET,STUDENT MICROLOAN PLATFORM,BENGALURU,"YEAHMOBI, FENQILE",PRIVATE EQUITY,2000000,2
07/06/2016,INTGREA,TECHNOLOGY,POST MERGER INTEGRATION PARTNERS,BENGALURU,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,100000,1
07/06/2016,HELPSHIFT,TECHNOLOGY,MOBILE CRM PLATFORM,PUNE,"MICROSOFT VENTURES, SALESFORCE VENTURES",PRIVATE EQUITY,23000000,2
07/06/2016,CREDITVIDYA,TECHNOLOGY,CREDIT SCORING PLATFORM,MUMBAI,"KALAARI CAPITAL, QUALCOMM VENTURES, RUNET, ZODIUS TECHNOLOGY OPPORTUNITIES FUND,",PRIVATE EQUITY,1000000,5
06/06/2016,SILLYMONKS,CONSUMER INTERNET,DIGITAL MEDIA AND ENTERTAINMENT STARTUP,HYDERABAD,SREENIVASA REDDY MUSANI,SEED FUNDING,448000,1
03/06/2016,GOGO TRUCK,CONSUMER INTERNET,TRUCK AGGREGATOR AND BOOKING PLATFORM,CHENNAI,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,75000,1
03/06/2016,VYOME BIOSCIENCES,HEALTHCARE SERVICES DISCOVERY PLATFORM,TREATMENT DEVELOPMENT FOR ANTIBIOTICRESISTANT DISEASES,NEW DELHI,ROMULUS CAPITAL,PRIVATE EQUITY,2000000,1
02/06/2016,ATOMBERG TECHNOLOGY,TECHNOLOGY,"SMART, ENERGY EFFICIENT HOME APPLIANCE MANUFACTURER",MUMBAI,PARAMPARA CAPITAL,PRIVATE EQUITY,1000000,1
02/06/2016,LIMO,CONSUMER INTERNET,BUS AGGREGATOR MOBILE APP,MUMBAI,RAINMAKER VENTURES,PRIVATE EQUITY,1000000,1
31/05/2016,KOOVS,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,APPAREL AND LIFESTYLE ETAILER,NEW DELHI,HT MEDIA LTD,PRIVATE EQUITY,4400000,1
31/05/2016,CCAVENUE,CONSUMER INTERNET,PAYMENT GATEWAY,MUMBAI,NSI INFINIUM GLOBAL PVT. LTD,PRIVATE EQUITY,8900000,1
31/05/2016,MACHADALO,CONSUMER INTERNET,HYPERLOCAL ADVERTISING PLATFORM,MUMBAI,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,175000,1
30/05/2016,VAHANALYTICS,TECHNOLOGY,SAFE DRIVING ANALYTICS PLATFORM,MUMBAI,"ANIRUDH DAMANI, VIKRAM LAKHOTIA",SEED FUNDING,200000,2
26/05/2016,CLEARTAX,CONSUMER INTERNET,ONLINE INCOME TAX FILING PLATFORM,BENGALURU,"FF ANGEL, SEQUOIA CAPITAL",PRIVATE EQUITY,2000000,2
26/05/2016,MCHAMP,CONSUMER INTERNET,CELEBRITY ENTERTAINMENT CONTEST APP,NEW DELHI,MOMAGIC TECHNOLOGIES,SEED FUNDING,475000,1
25/05/2016,ADDRESS HEALTH,HEALTHCARE SERVICES DISCOVERY PLATFORM,PEDIATRIC PRIMARY HEALTHCARE NETWORK,BENGALURU,GRAY MATTERS CAPITAL,PRIVATE EQUITY,1500000,1
25/05/2016,ARCATRON MOBILITY,TECHNOLOGY,MOBILITY DEVICES FOR DIFFERENTLY ABLED,PUNE,SUDHIR MEHTA,SEED FUNDING,100000,1
24/05/2016,GOALWISE,CONSUMER INTERNET,ONLINE INVESTMENT PLATFORM,BENGALURU,UNDISCLOSED HNIS,SEED FUNDING,1000000,1
23/05/2016,HOPPINGO,CONSUMER INTERNET,FASHION DISCOVERY PLATFORM,NEW DELHI,VCOMMISSION,SEED FUNDING,89000,1
20/05/2016,I2IFUNDING,CONSUMER INTERNET,ONLINE PEER TO PEER FUNDING,NOIDA,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,300000,1
19/05/2016,APPIE,CONSUMER INTERNET,LOCATIONBASED OFFLINE RETAIL DISCOVERY PLATFORM,MUMBAI,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,SEED FUNDING,1000000,1
19/05/2016,TAXIVAXI,CONSUMER INTERNET,CAB AGGREGATING PLATFORM,NEW DELHI,UNDISCLOSED HNIS,SEED FUNDING,500000,1
19/05/2016,VEQTA,CONSUMER INTERNET,ON DEMAND DIGITAL SPORTS NETWORK,NEW DELHI,"CHATSWORTH MANAGEMENT, ITW DIGITAL",SEED FUNDING,500000,2
18/05/2016,THESMARTQ,CONSUMER INTERNET,FOOD ORDERING MOBILE APP,BENGALURU,"YOURNEST ANGEL FUND, VENTURE NURSERY",SEED FUNDING,250000,2
